"time","time_orig","p_id","lon","lat","altitude","z","ta_int","UTM_x","UTM_y"
"2019-06-27 00:00:00",2019-06-26T23:59:14Z,5509,7.4968464999999,46.8845937,535,537,22.7,385476.901133895,5193436.29300452
"2019-06-27 00:00:00",2019-06-26T23:51:44Z,5511,7.499769,46.8817056,522,522,27.1,385693.423469751,5193111.10164451
"2019-06-27 00:00:00",NAN,5512,7.5445334976196,46.89685791829,540,538,NAN,389135.33293706,5194730.62653125
"2019-06-27 00:00:00",NAN,5514,7.5632067,46.8788113,554,559,NAN,390520.955089768,5192699.0347522
"2019-06-27 00:00:00",2019-06-27T00:00:54Z,5520,7.5542299,46.8724417,524,523,NAN,389823.922529742,5192003.79554991
"2019-06-27 00:00:00",2019-06-26T23:52:12Z,5522,7.5512699999999,46.86744,525,523,NAN,389588.105631054,5191452.15788703
"2019-06-27 00:00:00",2019-06-26T23:58:41Z,5523,7.565548,46.879728,575,573,25.7,390701.214136035,5192797.63672202
"2019-06-27 00:00:00",2019-06-26T23:55:19Z,5526,7.5535203931153,46.870137223653,522,521,22.1,389765.135516421,5191748.71463721
"2019-06-27 00:00:00",NAN,5529,7.551406,46.873566,522,522,NAN,389611.033705611,5192132.69737942
"2019-06-27 00:00:00",2019-06-26T23:57:59Z,5530,7.54741,46.872207,525,522,25.6,389303.730991832,5191987.31101184
"2019-06-27 00:00:00",2019-06-26T23:58:36Z,5531,7.5049432398692,46.878194924856,539,541,23.4,386080.224842116,5192713.46616201
"2019-06-27 00:00:00",2019-06-26T23:56:55Z,5532,7.547494,46.872754,522,522,NAN,389311.25707985,5192047.97606332
"2019-06-27 00:00:00",2019-06-26T23:53:18Z,5533,7.49307,46.89336,556,549,22.1,385207.887321772,5194415.93773346
"2019-06-27 00:00:00",2019-06-26T23:56:29Z,5535,7.5515467,46.873651,523,522,23.1,389621.929802922,5192141.94484152
"2019-06-27 00:00:00",NAN,5536,7.5495080000001,46.877028,541,519,NAN,389473.509861137,5192520.07173767
"2019-06-27 00:00:00",2019-06-26T23:55:10Z,5539,7.4997968,46.9175396,510,513,NAN,385771.686170119,5197093.00478197
"2019-06-27 00:00:00",2019-06-26T23:52:35Z,5542,7.499917,46.886085,523,522,24.7,385714.002554095,5193597.53226082
"2019-06-27 00:00:00",2019-06-26T23:56:19Z,5544,7.4997189369507,46.882379277947,524,525,NAN,385691.04026393,5193186.03475171
"2019-06-27 00:00:00",2019-06-26T23:54:46Z,5545,7.489569,46.871388,596,604,27,384894.204725774,5191979.50212504
"2019-06-27 00:00:00",2019-06-26T23:51:43Z,5547,7.5489936236368,46.871207559874,524,523,NAN,389422.358057311,5191874.01942434
"2019-06-27 00:00:00",2019-06-26T23:52:13Z,5548,7.4968374,46.9007223,513,515,24.6,385510.54359006,5195228.54542229
"2019-06-27 00:00:00",2019-06-26T23:54:30Z,5549,7.5477440846557,46.871053687801,525,521,24.3,389326.818692956,5191858.68201655
"2019-06-27 00:00:00",2019-06-26T23:59:53Z,5551,7.4915438,46.8686836,552,546,23.5,385038.921124312,5191676.09130171
"2019-06-27 00:00:00",2019-06-26T23:55:15Z,5553,7.5070949999999,46.8812327,547,556,25.7,386250.602988878,5193047.90745338
"2019-06-27 00:00:00",2019-06-26T23:58:28Z,5554,7.5068623,46.8807888,546,546,26,386231.934538462,5192998.91787847
"2019-06-27 00:00:00",2019-06-26T23:55:07Z,5556,7.501444,46.884176,524,523,23,385826.286491407,5193383.17815886
"2019-06-27 00:00:00",2019-06-26T23:50:29Z,5557,7.498782,46.8848117,525,523,23.1,385624.825345276,5193457.69467927
"2019-06-27 00:00:00",NAN,5558,7.4975849,46.8880656,530,534,NAN,385540.544724206,5193821.01905137
"2019-06-27 00:00:00",2019-06-26T23:57:02Z,5562,7.4627716246064,46.922055463858,565,563,24.9,382962.399111319,5197649.40752619
"2019-06-27 00:00:00",2019-06-26T23:56:58Z,5563,7.4326159392216,46.894308085571,779,776,NAN,380604.907913386,5194611.51205344
"2019-06-27 00:00:00",2019-06-26T23:54:02Z,5565,7.41184,46.91092,662,663,24,379059.703446793,5196489.28166121
"2019-06-27 00:00:00",2019-06-26T23:56:12Z,5566,7.43213,46.92471,635,633,24.4,380635.420182752,5197990.5698495
"2019-06-27 00:00:00",2019-06-26T23:53:28Z,5568,7.40777,46.92022,586,586,22.2,378770.753377799,5197528.99894556
"2019-06-27 00:00:00",2019-06-26T23:51:31Z,5573,7.475736,46.88223,830,832,24.7,383863.444950777,5193204.66004354
"2019-06-27 00:00:00",2019-06-26T23:51:24Z,5574,7.4083063736664,46.92437853784,605,603,21.9,378820.970353519,5197990.27515655
"2019-06-27 00:00:00",NAN,5575,7.4150876,46.91008,658,659,NAN,379305.121858592,5196390.93703126
"2019-06-27 00:00:00",2019-06-26T23:53:25Z,5577,7.4196222,46.9217747,622,619,23.5,379676.622847942,5197683.50752637
"2019-06-27 00:00:00",2019-06-26T23:57:57Z,5579,7.415754,46.913126,630,630,25.9,379362.705603332,5196728.3890588
"2019-06-27 00:00:00",NAN,5580,7.4146223068237,46.880202036147,710,704,NAN,379202.599575806,5193071.56683547
"2019-06-27 00:00:00",NAN,5581,7.409987,46.889546,711,736,NAN,378870.45880154,5194117.02637046
"2019-06-27 00:00:00",2019-06-27T00:00:00Z,5583,7.421653,46.9248345,597,594,21.8,379838.080261661,5198020.40512301
"2019-06-27 00:00:00",2019-06-27T00:00:41Z,5584,7.4180889749645,46.906110081866,735,669,26.2,379524.783274612,5195945.17860265
"2019-06-27 00:00:00",2019-06-27T00:00:18Z,5585,7.4162511792068,46.910842049975,646,645,24.4,379395.439551298,5196473.82766444
"2019-06-27 00:00:00",2019-06-26T23:52:13Z,5586,7.467421,46.916615,565,567,26.8,383304.561901963,5197037.92318083
"2019-06-27 00:00:00",2019-06-26T23:55:52Z,5587,7.419442,46.91765,-999,611,24.3,379653.665991206,5197225.43898251
"2019-06-27 00:00:00",2019-06-26T23:33:03Z,5590,7.4119000000001,46.91085,662,663,NAN,379064.114949587,5196481.41062125
"2019-06-27 00:00:00",2019-06-26T23:52:28Z,5593,7.517955,46.935309,593,592,26.8,387191.583485022,5199041.29878905
"2019-06-27 00:00:00",2019-06-26T23:52:30Z,5602,7.5464162000001,46.9256395,622,618,22.1,389338.00748176,5197926.24361146
"2019-06-27 00:00:00",2019-06-26T23:55:46Z,5604,7.5607757134918,46.935633596573,584,581,21.85,390451.572097715,5199016.65176266
"2019-06-27 00:00:00",2019-06-26T23:59:04Z,5607,7.54509,46.925675,603,610,23.1,389237.11789296,5197932.06074617
"2019-06-27 00:00:00",NAN,5608,7.4968578784475,46.977900050282,602,594,NAN,385676.529220533,5203804.71183051
"2019-06-27 00:00:00",2019-06-26T23:55:24Z,5611,7.4997491,46.9811288,623,622,21.8,385903.291614859,5204159.28700478
"2019-06-27 00:00:00",2019-06-27T00:00:51Z,5614,7.501549,46.975624,604,605,24.4,386028.476253779,5203544.95549372
"2019-06-27 00:00:00",2019-06-27T00:00:49Z,5615,7.5376,46.930259,624,621,25.1,388676.408874062,5198452.05284792
"2019-06-27 00:00:00",2019-06-26T23:57:30Z,5616,7.505346,46.974159,626,609,25.9,386314.164620528,5203376.64398264
"2019-06-27 00:00:00",NAN,5617,7.529239,46.93181,-999,588,NAN,388043.178883682,5198636.30781041
"2019-06-27 00:00:00",2019-06-26T23:55:25Z,5622,7.5022793010155,46.969686591458,603,608,NAN,386071.410942659,5202884.10922022
"2019-06-27 00:00:00",NAN,5623,7.499718,46.956786,0,573,NAN,385849.137961506,5201454.28245206
"2019-06-27 00:00:00",NAN,5625,7.4853330999999,46.9797822,589,592,NAN,384804.053942962,5204030.74256908
"2019-06-27 00:00:00",2019-06-26T23:52:30Z,5627,7.508656,46.955983,463,622,23.8,386527.488903625,5201352.07244641
"2019-06-27 00:00:00",2019-06-27T00:00:04Z,5628,7.498592,46.977421,-999,604,25.5,385807.398017981,5203748.94940467
"2019-06-27 00:00:00",2019-06-26T23:53:07Z,5634,7.4986394,46.9760471,596,592,23,385808.077662141,5203596.20797136
"2019-06-27 00:00:00",2019-06-26T23:53:24Z,5635,7.496343,46.938114,565,563,25.6,385552.551393113,5199384.31834052
"2019-06-27 00:00:00",2019-06-26T23:56:54Z,5636,7.489066,46.975584,573,573,24.5,385078.953884438,5203558.74307442
"2019-06-27 00:00:00",NAN,5638,7.498937,46.974049,599,581,NAN,385826.458927421,5203373.73882446
"2019-06-27 00:00:00",2019-06-26T23:52:12Z,5639,7.4980367319906,46.960109445642,420,565,25.2,385728.2957315,5201826.04363351
"2019-06-27 00:00:00",2019-06-26T23:51:47Z,5642,7.497425,46.960009,562,561,26.5,385681.540934993,5201815.77389034
"2019-06-27 00:00:00",2019-06-26T23:59:58Z,5645,7.492617,46.971724,554,539,23.6,385340.785785948,5203124.60533948
"2019-06-27 00:00:00",2019-06-26T23:53:10Z,5648,7.5114517,46.9357864,597,595,25.5,386697.588079908,5199103.72576659
"2019-06-27 00:00:00",2019-06-26T23:55:08Z,5649,7.4980399884682,46.961484859133,564,562,23.6,385731.472511829,5201978.87902279
"2019-06-27 00:00:00",NAN,5652,7.512809,46.931601,-999,569,NAN,386792.07740716,5198636.67275686
"2019-06-27 00:00:00",2019-06-26T23:52:16Z,5653,7.4931656,46.9539286,566,570,25.5,385344.493752069,5201146.32334825
"2019-06-27 00:00:00",2019-06-26T23:51:24Z,5655,7.495198,46.940638,-999,558,25.1,385470.786925424,5199666.46390777
"2019-06-27 00:00:00",2019-06-27T00:00:49Z,5659,7.497195,46.954681,-999,574,NAN,385652.690374315,5201224.04614876
"2019-06-27 00:00:00",2019-06-26T23:52:49Z,5660,7.547629,46.959256,650,646,25.5,389499.540140189,5201660.09515579
"2019-06-27 00:00:00",2019-06-26T23:57:23Z,5661,7.4981087,46.9374999,-999,560,25.5,385685.634399568,5199313.50203801
"2019-06-27 00:00:00",2019-06-26T23:53:31Z,5662,7.4873069,46.9577083,554,555,26.4,384906.816310982,5201574.92107928
"2019-06-27 00:00:00",2019-06-26T23:59:24Z,5663,7.4908603767212,46.958695519352,551,553,24.5,385179.290531227,5201679.41197032
"2019-06-27 00:00:00",NAN,5667,7.4961593,46.9388432,564,560,NAN,385540.123945931,5199465.61713079
"2019-06-27 00:00:00",2019-06-26T23:52:53Z,5670,7.4826945,46.9554463,556,557,27.3,384551.021600043,5201330.34430499
"2019-06-27 00:00:00",2019-06-27T00:00:03Z,5673,7.4837181,46.958905,597,552,23.2,384636.339549859,5201713.17803057
"2019-06-27 00:00:00",2019-06-26T23:53:04Z,5674,7.4926697452302,46.976380306613,597,599,24.2,385354.751320426,5203641.95217399
"2019-06-27 00:00:00",2019-06-27T00:00:37Z,5679,7.5034,46.931384,-999,561,24.6,386075.396197787,5198626.18631059
"2019-06-27 00:00:00",2019-06-26T23:54:20Z,5682,7.5329932797623,46.959179655691,605,602,24.4,388385.870939038,5201672.349476
"2019-06-27 00:00:00",2019-06-26T23:51:59Z,5689,7.534338,46.959315,596,605,25.9,388488.460908358,5201685.47529427
"2019-06-27 00:00:00",2019-06-26T23:54:47Z,5691,7.4874141,46.9592224,552,553,27.5,384918.219554768,5201743.01495564
"2019-06-27 00:00:00",2019-06-26T23:59:46Z,5694,7.4851934909821,46.965485927012,556,555,25.9,384762.725066759,5202442.2999942
"2019-06-27 00:00:00",2019-06-26T23:56:27Z,5696,7.4853973388672,46.965031975102,555,558,NAN,384777.257401717,5202391.55573125
"2019-06-27 00:00:00",2019-06-27T00:01:10Z,5698,7.488175,46.952357,551,550,24.6,384961.39492172,5200978.99469378
"2019-06-27 00:00:00",NAN,5701,7.4906533996508,46.936091354808,559,560,NAN,385115.180128046,5199167.87765205
"2019-06-27 00:00:00",2019-06-27T00:01:34Z,5702,7.48816,46.93233,562,565,26,384917.337222718,5198753.56284366
"2019-06-27 00:00:00",2019-06-26T23:58:09Z,5703,7.485092,46.9321928,564,567,24.5,384683.507257133,5198742.82424209
"2019-06-27 00:00:00",2019-06-26T23:51:53Z,5706,7.557242,46.953711,606,594,23.6,390219.571763298,5201030.40933617
"2019-06-27 00:00:00",2019-06-27T00:01:06Z,5711,7.442062,46.949739,548,552,27.5,381446.814424268,5200756.78323499
"2019-06-27 00:00:00",2019-06-26T23:59:43Z,5716,7.425424,46.927443,602,601,23,380130.987690052,5198304.49591108
"2019-06-27 00:00:00",2019-06-26T23:59:15Z,5717,7.4250119259034,46.946971542952,546,546,24.6,380143.211138486,5200475.18377855
"2019-06-27 00:00:00",2019-06-26T23:58:08Z,5721,7.4128055,46.9274313,576,579,NAN,379170.358839832,5198322.56205784
"2019-06-27 00:00:00",2019-06-26T23:58:36Z,5722,7.464317,46.965701,554,556,NAN,383175.0622451,5202497.10889068
"2019-06-27 00:00:00",2019-06-27T00:01:03Z,5723,7.458184,46.960379,559,561,23.8,382696.875583375,5201914.87339013
"2019-06-27 00:00:00",2019-06-26T23:56:24Z,5724,7.422554,46.926912,578,580,NAN,379911.317537798,5198249.8811888
"2019-06-27 00:00:00",NAN,5729,7.4498673000001,46.9693335,524,526,NAN,382083.824213905,5202922.40499111
"2019-06-27 00:00:00",2019-06-27T00:00:48Z,5730,7.457077,46.956149,564,567,NAN,382603.401686414,5201446.48113173
"2019-06-27 00:00:00",2019-06-26T23:55:25Z,5733,7.4129422999999,46.9427771,552,554,24.5,379215.290548622,5200027.61162321
"2019-06-27 00:00:00",2019-06-27T00:01:25Z,5734,7.465139,46.965974,554,555,24.1,383238.187898695,5202526.22043471
"2019-06-27 00:00:00",2019-06-26T23:59:21Z,5735,7.449509,46.957903,-999,555,26.6,382031.439359659,5201652.75356469
"2019-06-27 00:00:00",NAN,5736,7.45508,46.95902,563,563,NAN,382457.746719976,5201768.50781004
"2019-06-27 00:00:00",2019-06-26T23:55:36Z,5741,7.4701338164214,46.935716652072,549,550,24.4,383552.531757348,5199156.51037462
"2019-06-27 00:00:00",2019-06-27T00:01:35Z,5744,7.4702670342988,46.951753038549,578,578,23.6,383597.444059205,5200938.31815561
"2019-06-27 00:00:00",2019-06-26T23:57:52Z,5747,7.4226963999999,46.9738197,501,504,23.9,380027.046038085,5203462.16842989
"2019-06-27 00:00:00",2019-06-26T23:58:27Z,5752,7.4705357,46.9498279,574,574,24.5,383613.713298616,5200723.99249695
"2019-06-27 00:00:00",2019-06-26T23:55:14Z,5753,7.454155,46.958211,565,565,24.9,382385.597917018,5201679.99706904
"2019-06-27 00:00:00",2019-06-26T23:57:37Z,5755,7.469408,46.950107,566,581,26,383528.506663103,5200756.68180808
"2019-06-27 00:00:00",2019-06-26T23:57:15Z,5756,7.4597515,46.9455718,558,560,24,382783.797989988,5200267.11140633
"2019-06-27 00:00:00",2019-06-26T23:59:16Z,5758,7.4166476,46.9299157,569,570,NAN,379468.419142589,5198592.72095702
"2019-06-27 00:00:00",NAN,5759,7.423936,46.937364,567,567,NAN,380039.871259202,5199409.21566609
"2019-06-27 00:00:00",NAN,5760,7.45418,46.94844,540,541,NAN,382366.086797158,5200594.17907581
"2019-06-27 00:00:00",2019-06-26T23:56:29Z,5762,7.4697999,46.9503897,581,579,24.3,383558.941344905,5200787.51399049
"2019-06-27 00:00:00",2019-06-26T23:58:58Z,5764,7.465488,46.939864,555,560,27.1,383207.935970931,5199624.28443503
"2019-06-27 00:00:00",2019-06-26T23:53:42Z,5765,7.4670616246835,46.935144840604,542,544,25,383317.449842019,5199097.53658355
"2019-06-27 00:00:00",2019-06-26T23:53:19Z,5766,7.4182403624268,46.926834213036,570,573,24,379582.757686022,5198247.8523354
"2019-06-27 00:00:00",2019-06-26T23:59:31Z,5772,7.4650281,46.9341626,540,538,22.2,383160.529839977,5198991.41580653
"2019-06-27 00:00:00",2019-06-26T23:54:30Z,5773,7.458017,46.948286,557,508,24.9,382657.733742554,5200571.31544367
"2019-06-27 00:00:00",2019-06-26T23:57:52Z,5776,7.4517284,46.9478709,537,544,26.8,382178.278746986,5200534.62101626
"2019-06-27 00:00:00",2019-06-26T23:58:20Z,5777,7.4611331999999,46.9476896,553,555,25.6,382893.566401417,5200500.38195984
"2019-06-27 00:00:00",NAN,5778,7.463312,46.948498,-999,567,NAN,383061.1295354,5200586.96100395
"2019-06-27 00:00:00",2019-06-27T00:00:00Z,5782,7.41077,46.926425,598,589,26.2,379013.137020083,5198213.87833383
"2019-06-27 00:00:00",2019-06-26T23:59:53Z,5783,7.451006,46.9481588,541,548,NAN,382123.937990605,5200567.69925221
"2019-06-27 00:00:00",2019-06-26T23:57:52Z,5786,7.454552,46.941369,544,546,23.6,382378.904567625,5199807.87295035
"2019-06-27 00:00:00",NAN,5792,7.4508797,46.971924,527,512,NAN,382166.525475749,5203208.74638053
"2019-06-27 00:00:00",NAN,5794,7.429222,46.975733,528,524,NAN,380527.650400392,5203664.80945503
"2019-06-27 00:00:00",2019-06-26T23:59:41Z,5797,7.4559167,46.9415827,551,550,25.5,382483.235312614,5199829.57330377
"2019-06-27 00:00:00",2019-06-26T23:54:33Z,5798,7.4440079,46.9710728,546,548,25.1,381641.954020189,5203124.51480165
"2019-06-27 00:00:00",2019-06-26T23:58:24Z,5800,7.4650535032958,46.944634029414,552,556,21.95,383185.244937513,5200154.98983708
"2019-06-27 00:00:00",2019-06-26T23:55:42Z,5801,7.4337800000001,46.93487,554,549,23.8,380783.58630953,5199117.06185536
"2019-06-27 00:00:00",2019-06-27T00:00:06Z,5803,7.4466086,46.97062,514,521,22.8,381838.77804535,5203070.2734167
"2019-06-27 00:00:00",2019-06-27T00:01:09Z,5804,7.455417,46.940912,545,550,24.6,382443.73648979,5199755.79256434
"2019-06-27 00:00:00",NAN,5806,7.4567930000001,46.9553085,564,569,NAN,382579.954371026,5201353.50781777
"2019-06-27 00:00:00",2019-06-26T23:55:38Z,5807,7.441754,46.975468,-999,490,NAN,381480.224537693,5203616.32974833
"2019-06-27 00:00:00",2019-06-27T00:01:04Z,5810,7.443596,46.961158,519,514,23,381588.741192429,5202023.37517397
"2019-06-27 00:00:00",2019-06-26T23:54:39Z,5811,7.4671706,46.9383063,546,547,22.4,383332.612803246,5199448.68370043
"2019-06-27 00:00:00",2019-06-26T23:52:02Z,5813,7.449316,46.938608,529,529,23.3,381974.340606768,5199508.93253533
"2019-06-27 00:00:00",2019-06-26T23:57:11Z,5818,7.433229,46.941349,-999,531,27.2,380756.034059085,5199837.86188558
"2019-06-27 00:00:00",2019-06-26T23:50:25Z,5820,7.428532,46.940472,-999,538,23.8,380396.606804824,5199747.56232914
"2019-06-27 00:00:00",2019-06-26T23:51:19Z,5823,7.43983,46.969145,496,496,NAN,381319.898109304,5202916.61072462
"2019-06-27 00:00:00",2019-06-26T23:59:25Z,5825,7.4341822782065,46.952038429783,565,567,26.4,380852.311587214,5201024.24929063
"2019-06-27 00:00:00",2019-06-26T23:48:10Z,5826,7.4347230930364,46.93845473353,528,528,26.6,380863.323510875,5199513.97248621
"2019-06-27 00:00:00",2019-06-27T00:00:40Z,5827,7.4366719275782,46.9594240515,564,566,24.8,381058.122880636,5201841.17848212
"2019-06-27 00:00:00",NAN,5828,7.434278011322,46.942849265345,531,530,NAN,380839.200569439,5200002.98009385
"2019-06-27 00:00:00",NAN,5831,7.4280456,46.9468814,539,540,NAN,380373.869380267,5200460.53297968
"2019-06-27 00:00:00",NAN,5833,7.4313167738143,46.939745147208,539,538,NAN,380606.934461169,5199662.54809999
"2019-06-27 00:00:00",2019-06-26T23:52:55Z,5834,7.445311,46.966606,498,505,NAN,381731.226223543,5202626.1831435
"2019-06-27 00:00:00",2019-06-26T23:51:42Z,5837,7.4360077,46.9407569,524,525,26.6,380966.199559083,5199767.84362967
"2019-06-27 00:00:00",2019-06-26T23:58:57Z,5840,7.442982,46.934614,512,511,24.4,381483.441187575,5199074.66416319
"2019-06-27 00:00:00",NAN,5842,7.4387503,46.9720415,491,489,NAN,381244.181010326,5203240.11429773
"2019-06-27 00:00:00",2019-06-26T23:58:40Z,5844,7.4367707,46.9416246,525,529,24.6,381026.192334405,5199863.10642527
"2019-06-27 00:00:00",2019-06-26T23:54:26Z,5847,7.440525,46.93722,515,517,22.9,381302.183047734,5199367.96592938
"2019-06-27 00:00:00",2019-06-26T23:53:23Z,5849,7.436463,46.937254,558,533,27.3,380993.088574569,5199377.90166119
"2019-06-27 00:00:00",NAN,5854,7.4304445,46.9755582,522,519,NAN,380620.242275066,5203643.52184298
"2019-06-27 00:00:00",2019-06-26T23:56:35Z,5858,7.431231,46.946446,545,539,24,380615.306842118,5200407.29419429
"2019-06-27 00:00:00",2019-06-27T00:01:10Z,5859,7.44181,46.9432,507,511,27.2,381413.195149035,5200030.53376094
"2019-06-27 00:00:00",2019-06-26T23:51:58Z,5860,7.4343703,46.9342175,549,551,23.8,380827.069759455,5199043.65715021
"2019-06-27 00:00:00",2019-06-27T00:00:17Z,5864,7.4361732,46.9710803,497,495,23.3,381046.026577207,5203137.21172745
"2019-06-27 00:00:00",NAN,5867,7.4799817000001,46.9764923,549,546,NAN,384389.974569881,5203673.03987747
"2019-06-27 00:00:00",2019-06-26T23:55:19Z,5868,7.4368859,46.9390832,527,525,25.8,381029.329173425,5199580.52498
"2019-06-27 00:00:00",2019-06-26T23:52:30Z,5872,7.4366617000001,46.9558862,556,562,25.4,381049.503072252,5201448.05812593
"2019-06-27 00:00:00",2019-06-27T00:01:18Z,5877,7.427723,46.945344,542,534,NAN,380345.893345463,5200290.18553521
"2019-06-27 00:00:00",2019-06-26T23:52:30Z,5878,7.4752966912044,46.969861835465,559,556,26.6,384019.309599809,5202943.16472556
"2019-06-27 00:00:00",2019-06-26T23:51:10Z,5879,7.4789730289804,46.982087267452,567,577,25.7,384325.327788113,5204296.25996889
"2019-06-27 00:00:00",2019-06-26T23:52:12Z,5882,7.43794,46.93853,528,527,25.5,381108.332001121,5199517.45304052
"2019-06-27 00:00:00",2019-06-26T23:55:16Z,5884,7.4582630362457,46.978672160242,516,518,27.4,382742.882930749,5203947.54716104
"2019-06-27 00:00:00",2019-06-26T23:51:02Z,5887,7.432077,46.942761,529,530,25.2,380671.497068778,5199996.51965457
"2019-06-27 00:00:00",2019-06-27T00:00:09Z,5888,7.416518,46.929205,571,568,22.7,379456.95875829,5198513.94563309
"2019-06-27 00:00:00",2019-06-26T23:56:58Z,5890,7.4739896807591,46.971278640486,556,555,23.3,383922.955891063,5203102.53980626
"2019-06-27 00:00:00",2019-06-26T23:59:36Z,5892,7.4747222,46.9383852,555,558,25.4,383907.545047707,5199446.24187019
"2019-06-27 00:00:00",2019-06-27T00:00:09Z,5893,7.47633,46.9719,552,550,23.6,384102.313673951,5203168.12317794
"2019-06-27 00:00:00",2019-06-26T23:57:50Z,5895,7.4406166,46.9818083,501,499,NAN,381407.738251134,5204322.60502589
"2019-06-27 00:00:00",2019-06-26T23:59:46Z,5896,7.4371885,46.9267777,612,615,25.5,381025.105114692,5198212.65000192
"2019-06-27 00:00:00",2019-06-26T23:53:13Z,5899,7.476381,46.972326,551,545,25.4,384107.113369949,5203215.38622206
"2019-06-27 00:00:00",2019-06-26T23:54:18Z,5900,7.4176660325892,46.928625567511,566,570,23.7,379543.052299367,5198447.79363197
"2019-06-27 00:00:00",2019-06-26T23:55:44Z,5901,7.433178,46.937278,540,543,23.6,380743.111814112,5199385.56003724
"2019-06-27 00:00:00",2019-06-26T23:52:23Z,5902,7.4779484,46.9294816,-999,540,24.8,384133.888825727,5198452.07966448
"2019-06-27 00:00:00",2019-06-26T23:51:27Z,5906,7.4750363000001,46.9765516,529,531,22.9,384013.970050202,5203686.9381368
"2019-06-27 00:00:00",2019-06-26T23:51:19Z,5909,7.440598621181,46.98174706288,501,499,23.8,381406.235527112,5204315.8273739
"2019-06-27 00:00:00",NAN,5910,7.476495,46.970407,560,565,NAN,384111.638559166,5203001.97227359
"2019-06-27 00:00:00",2019-06-26T23:56:42Z,5914,7.4736355338315,46.977123152508,527,526,26.3,383908.669236852,5203752.52537481
"2019-06-27 00:00:00",NAN,5915,7.477646,46.980337,561,562,NAN,384220.629146293,5204103.72450942
"2019-06-27 00:00:00",2019-06-27T00:00:35Z,5917,7.4723028931762,46.970487298955,560,557,25.8,383792.936879902,5203017.10347749
"2019-06-27 00:00:00",2019-06-26T23:51:08Z,5920,7.479347,46.930281,570,540,24.1,384242.078226662,5198538.84530104
"2019-06-27 00:00:00",2019-06-26T23:53:02Z,5922,7.4366211,46.9779333,525,527,NAN,381095.290294101,5203898.05836275
"2019-06-27 00:00:00",2019-06-26T23:51:23Z,5925,7.4781729135796,46.933373598315,549,550,24.7,384159.373509962,5198884.23631742
"2019-06-27 00:00:00",2019-06-26T23:53:34Z,5926,7.4746751270553,46.974278001253,525,524,24.1,383981.582016231,5203434.82319519
"2019-06-27 00:00:00",NAN,5929,7.4404077418218,46.981424912854,501,502,NAN,381391.006619955,5204280.31797602
"2019-06-27 00:00:00",2019-06-26T23:59:04Z,5931,7.44038,46.97899,511,514,23.1,381383.510690108,5204009.78467618
"2019-06-27 00:00:00",2019-06-26T23:51:49Z,5932,7.4756502,46.9709663,554,555,26.1,384048.58725502,5203065.37315015
"2019-06-27 00:00:00",2019-06-26T23:59:57Z,5935,7.4608784936283,46.980908587957,531,529,22.6,382946.680846641,5204192.15545968
"2019-06-27 00:00:00",2019-06-26T23:57:45Z,5936,7.4251572000001,46.9421586,547,549,22.4,380143.522171188,5199940.13542647
"2019-06-27 00:00:00",2019-06-26T23:54:07Z,5937,7.4482051,46.9306725,553,550,22.9,381872.336595428,5198628.7936549
"2019-06-27 00:00:00",2019-06-26T23:59:20Z,5941,7.4438013,46.9274811,618,613,25.3,381530.072355236,5198280.80168325
"2019-06-27 00:00:00",NAN,5942,7.460968,46.978025,587,516,NAN,382947.193534397,5203871.58805838
"2019-06-27 00:00:00",2019-06-27T00:01:10Z,5944,7.443368,46.931877,-999,552,NAN,381506.784000076,5198769.93888439
"2019-06-27 00:00:00",2019-06-26T23:56:12Z,5947,7.43486,46.92614,620,621,23.3,380846.427842947,5198145.32280608
"2019-06-27 00:00:00",2019-06-27T00:00:52Z,5950,7.443632,46.926228,648,657,24.3,381514.420417514,5198141.81018802
"2019-06-27 00:00:00",2019-06-26T23:58:32Z,5951,7.4796851693116,46.959125581187,554,556,22.8,384329.981355707,5201743.63363012
"2019-06-27 00:00:00",2019-06-26T23:53:26Z,5952,7.4242521423279,46.954537268553,555,556,25.2,380102.293243097,5201317.06888398
"2019-06-27 00:00:00",2019-06-26T23:58:01Z,5957,7.454837,46.931102,-999,533,24.9,382378.110739581,5198666.55119179
"2019-06-27 00:00:00",2019-06-26T23:59:37Z,5958,7.4040315,46.9434381,0,560,NAN,378538.631651555,5200114.83089346
"2019-06-27 00:00:00",2019-06-26T23:55:13Z,5960,7.44668,46.932573,534,541,22.7,381760.42658951,5198842.2803361
"2019-06-27 00:00:00",2019-06-26T23:59:56Z,5961,7.422383,46.9519259,556,554,NAN,379954.233144612,5201029.74756541
"2019-06-27 00:00:00",2019-06-26T23:57:29Z,5963,7.426303,46.951646,551,554,23.9,380251.888618981,5200992.64835696
"2019-06-27 00:00:00",2019-06-26T23:53:25Z,5965,7.4220639227539,46.928712707231,564,565,23.7,379878.03587926,5198450.73033903
"2019-06-27 00:00:00",2019-06-26T23:53:39Z,5967,7.422587,46.934264,561,564,23.1,379930.264965902,5199066.80133972
"2019-06-27 00:00:00",2019-06-27T00:00:25Z,5968,7.425485,46.9278,600,601,22.7,380136.427968438,5198344.07328998
"2019-06-27 00:00:00",2019-06-26T23:56:47Z,5971,7.409501,46.948653,567,550,25.4,378966.638994938,5200685.86384089
"2019-06-27 00:00:00",2019-06-27T00:01:10Z,5972,7.4208215810428,46.925430991731,583,578,NAN,379776.118964726,5198087.96287225
